Filename,Best_template,top1,top2,top3,top4,top5,cost
6,4,0.7699115044247787,0.8407079646017699,0.8672566371681416,0.8761061946902655,0.8761061946902655,5.136450144614689
7,9,0.8205128205128205,0.8717948717948718,0.9230769230769232,0.9401709401709402,0.9401709401709402,4.548822325366843
2022-12-21-06,2023-01-09-22,0.5522388059701493,0.6417910447761194,0.6716417910447762,0.7014925373134329,0.7313432835820896,6.053235538199157
20221106-21-00-09,20221215-20-02-49,0.4568965517241379,0.646551724137931,0.7068965517241379,0.75,0.7844827586206896,5.683537158448567
20230322-20-16-50,20230506-15-33-51,0.6097560975609756,0.7073170731707317,0.7398373983739838,0.7804878048780488,0.7886178861788617,4.996782636804192
5,4,0.8373983739837398,0.9105691056910568,0.926829268292683,0.943089430894309,0.943089430894309,4.729185914742394
2023-01-06-08,2022-08-02-01,0.6067415730337079,0.7303370786516854,0.7865168539325843,0.797752808988764,0.8202247191011236,7.398043016453715
4,1,0.8278688524590164,0.8770491803278688,0.9016393442622952,0.9098360655737704,0.9098360655737704,4.112258670841619
20230918-17-21-0,20231013-13-28-0,0.0769230769230769,0.1089743589743589,0.1282051282051282,0.1474358974358974,0.1538461538461538,9.997967808207504
2021-12-03-w00-NP1,2022-04-26-w01-NP1,0.6744186046511628,0.7267441860465116,0.7441860465116279,0.7616279069767442,0.7616279069767442,6.924058729683963
20221106-21-47-31,20221215-20-02-49,0.3846153846153846,0.5128205128205128,0.5811965811965812,0.6068376068376068,0.6239316239316239,4.337227730441603
20230322-22-43-03,20230322-21-41-10,0.6638655462184874,0.7647058823529411,0.7815126050420168,0.7899159663865546,0.8151260504201681,4.235842829238703
20230506-12-56-00,20230909-16-48-09,0.4554455445544554,0.6138613861386139,0.7128712871287128,0.7326732673267327,0.7425742574257426,4.183734023372817
20230506-14-24-57,20230904-14-30-52,0.3846153846153846,0.5288461538461539,0.6442307692307693,0.7115384615384616,0.7307692307692307,3.468232691037777
1,4,0.8407079646017699,0.8849557522123894,0.9026548672566372,0.9026548672566372,0.9292035398230089,3.993327318009612
38_YAaDV,64_YAaDV,0.5714285714285714,0.673469387755102,0.7040816326530612,0.7448979591836735,0.75,8.202820744248887
2023-01-16-08,2022-08-02-01,0.6666666666666666,0.7708333333333334,0.8020833333333334,0.8020833333333334,0.8229166666666666,6.976998240205152
20230510-13-25-46,20230506-15-01-45,0.6194690265486725,0.7168141592920354,0.7787610619469026,0.7964601769911505,0.7964601769911505,2.9416182095887597
56_YAaDV,55_YAaDV,0.4081632653061224,0.5204081632653061,0.6071428571428571,0.6428571428571429,0.6887755102040817,8.554874685922705
20190928_08,20190925_04,0.4644808743169399,0.5846994535519126,0.6502732240437158,0.6830601092896175,0.73224043715847,8.827213798691801
3,9,0.7606837606837606,0.8547008547008547,0.9145299145299144,0.9316239316239316,0.9316239316239316,4.019177712402783
2023-01-16-22,2022-08-02-01,0.5760869565217391,0.6956521739130435,0.7282608695652174,0.75,0.7717391304347826,8.217379140425106
2,1,0.768595041322314,0.8512396694214877,0.8760330578512396,0.8842975206611571,0.8925619834710744,4.360296974294404
2023-01-13-07,2022-08-02-01,0.5,0.6309523809523809,0.6666666666666666,0.7261904761904762,0.7619047619047619,8.06450823632109
20191104_10,20191030_07,0.5172413793103449,0.6379310344827587,0.6839080459770115,0.7241379310344828,0.7471264367816092,6.694987920218243
20190929_06,20190925_01,0.4382022471910112,0.550561797752809,0.6235955056179775,0.6460674157303371,0.6741573033707865,7.371592710352475
20230928-14-27-0,20231013-9-30-0,0.0519480519480519,0.0909090909090909,0.1298701298701298,0.1688311688311688,0.2142857142857142,10.457498753376656
64_YAaDV,38_YAaDV,0.5364583333333334,0.65625,0.7135416666666666,0.7447916666666666,0.7760416666666666,7.639682851377651
2023-01-23-15,2023-01-17-07,0.5392156862745098,0.6372549019607843,0.7058823529411765,0.7450980392156863,0.7549019607843137,6.377136485726072
20190929_07,20191104_10,0.480225988700565,0.615819209039548,0.655367231638418,0.6949152542372882,0.7231638418079096,7.448235218765845
2023-01-17-07,2022-08-02-01,0.6395348837209303,0.7209302325581395,0.7790697674418605,0.813953488372093,0.8255813953488372,4.196022538227941
20191030_03,20191104_08,0.5027027027027027,0.5891891891891892,0.6864864864864865,0.7081081081081081,0.7297297297297297,7.50256040742235
20190929_05,20191104_10,0.5058823529411764,0.6882352941176471,0.7470588235294118,0.7823529411764706,0.7941176470588235,7.132079211866868
2022-03-05-w00-NP1,2022-02-12-w01-NP1,0.75,0.8452380952380952,0.8869047619047619,0.8988095238095238,0.9047619047619048,4.376017458571772
20190925_04,20190928_08,0.4463276836158192,0.6101694915254238,0.6779661016949152,0.711864406779661,0.7288135593220338,9.118720386143792
11_YAaLR,70_YAaLR,0.4639175257731959,0.5721649484536082,0.6391752577319587,0.6804123711340206,0.7268041237113402,9.052148015680906
76_YAaDV,64_YAaDV,0.3834196891191709,0.5284974093264249,0.6062176165803109,0.6839378238341969,0.7305699481865285,7.985270842316519
2022-07-15-12,2022-08-02-01,0.5531914893617021,0.7021276595744681,0.7340425531914894,0.7978723404255319,0.8191489361702128,6.187146667104854
20191030_07,20191104_10,0.5222222222222223,0.6222222222222222,0.7111111111111111,0.7444444444444445,0.7722222222222223,6.757903386327675
20190925_01,20190928_07,0.5543478260869565,0.625,0.6739130434782609,0.6956521739130435,0.717391304347826,6.847487806850258
2023-01-17-01,2022-08-02-01,0.5208333333333334,0.6458333333333334,0.6979166666666666,0.7083333333333334,0.7395833333333334,8.453749204570485
20230928-11-14-0,20230928-14-27-0,0.3439490445859872,0.4267515923566879,0.464968152866242,0.5031847133757962,0.5414012738853503,10.75209522947981
2023-01-09-15,2023-01-09-08,0.284313725490196,0.3529411764705882,0.3823529411764705,0.3823529411764705,0.3823529411764705,6.4673125938131
20190929_03,20191104_10,0.4550561797752809,0.5898876404494382,0.6741573033707865,0.7134831460674157,0.7303370786516854,7.131796837399467
20231013-11-11-0,20231013-13-28-0,0.0490797546012269,0.1042944785276073,0.1288343558282208,0.1595092024539877,0.1717791411042944,9.37866755989312
20190929_02,20190925_01,0.2710843373493976,0.3975903614457831,0.4578313253012048,0.4879518072289157,0.536144578313253,8.364929318196204
20221028-18-48-00,20221106-21-47-31,0.5188679245283019,0.6509433962264151,0.7264150943396226,0.7641509433962265,0.8018867924528302,4.650383783757047
2023-01-19-08,2022-08-02-01,0.4347826086956521,0.6195652173913043,0.6739130434782609,0.7065217391304348,0.7282608695652174,6.743768270633527
2023-01-23-21,2023-01-17-07,0.5445544554455446,0.6534653465346535,0.7128712871287128,0.7326732673267327,0.7425742574257426,7.2143704376405475
2022-02-12-w01-NP1,2022-02-12-w00-NP1,0.7932960893854749,0.8547486033519553,0.88268156424581,0.8994413407821229,0.8994413407821229,4.284655866625083
20230909-16-48-09,20230510-13-25-46,0.5769230769230769,0.7435897435897436,0.8333333333333334,0.8589743589743589,0.8717948717948718,3.717356137522565
2023-01-05-18,2022-08-02-01,0.5955056179775281,0.6966292134831461,0.7415730337078652,0.7752808988764045,0.7752808988764045,7.123478900574497
2023-01-23-08,2022-08-02-01,0.5340909090909091,0.6590909090909091,0.6818181818181818,0.7045454545454546,0.75,7.010422513579721
2023-01-10-07,2023-01-18-01,0.5961538461538461,0.6538461538461539,0.7211538461538461,0.7211538461538461,0.7211538461538461,5.08212012960158
20221215-20-02-49,20221106-21-23-19,0.4242424242424242,0.5303030303030303,0.5681818181818182,0.5833333333333334,0.5909090909090909,4.073031159418045
2022-06-14-01,2022-06-14-07,0.620253164556962,0.6962025316455697,0.7468354430379747,0.810126582278481,0.8227848101265823,6.713620999117598
2022-02-11-w03-NP1,2022-01-22-w04-NP1,0.7857142857142857,0.8928571428571429,0.9345238095238096,0.9464285714285714,0.9523809523809524,4.400487641502672
20230904-15-09-05,20230506-15-01-45,0.4477611940298507,0.5373134328358209,0.5970149253731343,0.5970149253731343,0.6044776119402985,3.4822197501946817
20230928-16-0-0,20231013-13-28-0,0.0466666666666666,0.0933333333333333,0.1266666666666666,0.16,0.1733333333333333,9.800703105194083
20230510-15-49-47,20230904-14-30-52,0.5514018691588785,0.7009345794392523,0.7757009345794392,0.8130841121495327,0.8504672897196262,3.2429801993326666
2023-01-09-22,2022-12-21-06,0.4270833333333333,0.53125,0.5833333333333334,0.59375,0.59375,5.974810413480182
2022-02-22-w04-NP1,2022-04-26-w00-NP1,0.8390804597701149,0.9022988505747126,0.9195402298850576,0.9195402298850576,0.9195402298850576,5.329747596492029
20191104_08,20191030_03,0.5139664804469274,0.6424581005586593,0.6759776536312849,0.7094972067039106,0.7430167597765364,6.920634769825557
2022-02-12-w00-NP1,2022-02-12-w01-NP1,0.7771428571428571,0.8628571428571429,0.8971428571428571,0.9085714285714286,0.9085714285714286,4.359664761859075
2022-06-14-07,2023-01-17-14,0.550561797752809,0.6741573033707865,0.7415730337078652,0.7528089887640449,0.7640449438202247,6.816819999571492
2022-06-14-13,2022-06-14-07,0.5918367346938775,0.6632653061224489,0.6938775510204082,0.7142857142857143,0.7244897959183674,6.826882854228771
20230506-15-33-51,20230510-12-53-34,0.5728155339805825,0.6893203883495146,0.7281553398058253,0.7864077669902912,0.7864077669902912,2.7901785029690567
20230322-18-57-04,20230506-15-01-45,0.475,0.5833333333333334,0.6166666666666667,0.6416666666666667,0.6416666666666667,4.210090969065929
2022-06-28-01,2022-06-28-07,0.4805194805194805,0.5714285714285714,0.6233766233766234,0.6493506493506493,0.6883116883116883,8.565380271053975
20_YAaLR,7_YAaLR,0.4948453608247423,0.6030927835051546,0.6752577319587629,0.711340206185567,0.7474226804123711,8.727006725001905
2022-04-01-w00-NP1,2022-01-22-w04-NP1,0.7289156626506024,0.8072289156626506,0.8975903614457831,0.9036144578313252,0.9096385542168676,4.3958242894372725
2023-03-07-01,2022-08-02-01,0.6022727272727273,0.75,0.7954545454545454,0.8181818181818182,0.8409090909090909,7.241466765096889
20230904-15-59-40,20230904-14-30-52,0.4893617021276595,0.6595744680851063,0.6914893617021277,0.7446808510638298,0.7872340425531915,3.363797201586733
20230918-13-21-0,20231013-9-30-0,0.0939597315436241,0.1610738255033557,0.1677852348993288,0.2013422818791946,0.2281879194630872,11.044083418802558
20190928_05,20190924_01,0.4127906976744186,0.5348837209302325,0.5813953488372093,0.622093023255814,0.6337209302325582,7.817632897163145
20190928_11,20190928_03,0.4530386740331492,0.5911602209944752,0.6464088397790055,0.6961325966850829,0.7237569060773481,8.597233145997624
20190928_07,20190925_01,0.55,0.6444444444444445,0.6944444444444444,0.7388888888888889,0.7611111111111111,6.513024283968111
20190928_13,20190928_11,0.48,0.6228571428571429,0.6914285714285714,0.7428571428571429,0.7714285714285715,8.33321219352328
62_YAaLR,70_YAaLR,0.4708994708994709,0.6190476190476191,0.6825396825396826,0.7354497354497355,0.7619047619047619,9.80609451176205
20230510-12-53-34,20230506-15-33-51,0.5652173913043478,0.7043478260869566,0.7565217391304347,0.7913043478260869,0.8,2.933144156158689
2023-01-06-01,2023-01-09-15,0.5584415584415584,0.6623376623376623,0.6883116883116883,0.7532467532467533,0.7662337662337663,7.903278713399702
7_YAaLR,20_YAaLR,0.5260416666666666,0.609375,0.6614583333333334,0.703125,0.7395833333333334,8.729589095655383
2023-01-18-01,2022-08-02-01,0.6666666666666666,0.7222222222222222,0.7666666666666667,0.7888888888888889,0.7888888888888889,4.89712956683968
20230506-15-01-45,20230510-13-25-46,0.6060606060606061,0.7676767676767676,0.8484848484848485,0.8787878787878788,0.8888888888888888,3.236893896858676
2022-04-26-w00-NP1,2022-02-22-w04-NP1,0.8388888888888889,0.9333333333333332,0.95,0.9833333333333332,0.9833333333333332,5.314499794809974
55_YAaDV,38_YAaDV,0.5104166666666666,0.6354166666666666,0.6822916666666666,0.7291666666666666,0.7864583333333334,8.531989905983679
9,3,0.752,0.856,0.88,0.888,0.888,4.145563925285185
20190924_02,20191104_10,0.4662921348314606,0.6235955056179775,0.6685393258426966,0.7303370786516854,0.7584269662921348,9.878343436490496
2022-07-20-01,2022-08-02-01,0.5360824742268041,0.6494845360824743,0.7422680412371134,0.7525773195876289,0.7731958762886598,6.07994767821269
20221106-21-23-19,20221215-20-02-49,0.3805309734513274,0.5398230088495575,0.5929203539823009,0.6283185840707964,0.6283185840707964,4.341197111472045
20190924_03,20190929_02,0.3138297872340425,0.4148936170212766,0.4627659574468085,0.5053191489361702,0.5425531914893617,8.095723429719474
2023-01-16-01,2022-08-02-01,0.611764705882353,0.6705882352941176,0.7176470588235294,0.7529411764705882,0.7529411764705882,5.98955831805943
8,9,0.7711864406779662,0.8389830508474576,0.8898305084745762,0.923728813559322,0.923728813559322,4.146462591766297
2023-01-16-15,2022-08-02-01,0.5384615384615384,0.6813186813186813,0.7582417582417582,0.7802197802197802,0.7912087912087912,6.412071121402662
2022-04-26-w01-NP1,2022-02-12-w00-NP1,0.7055555555555556,0.7944444444444444,0.8888888888888888,0.9055555555555556,0.9222222222222224,5.209852349912582
20190928_03,20190928_11,0.4761904761904761,0.6309523809523809,0.6785714285714286,0.7142857142857143,0.75,7.360051932667626
20190928_01,20190928_07,0.5,0.6337209302325582,0.7151162790697675,0.7616279069767442,0.7906976744186046,7.835168990199625
20230904-14-30-52,20230506-15-33-51,0.4748201438848921,0.5683453237410072,0.60431654676259,0.6330935251798561,0.6402877697841727,2.903799123169847
20230322-21-41-10,20230322-22-43-03,0.6320754716981132,0.8207547169811321,0.8773584905660378,0.8773584905660378,0.8962264150943396,4.302548236211609
20190924_01,20190928_05,0.4696132596685083,0.574585635359116,0.6132596685082873,0.6519337016574586,0.6685082872928176,7.082822261716274
20231013-13-28-0,20231013-11-11-0,0.0649350649350649,0.1103896103896103,0.1363636363636363,0.1753246753246753,0.1948051948051948,9.862056676136206
70_YAaLR,7_YAaLR,0.4818652849740932,0.6528497409326425,0.694300518134715,0.7409326424870466,0.7772020725388601,8.814598348715064
2022-01-22-w04-NP1,2022-04-01-w00-NP1,0.6882352941176471,0.8176470588235294,0.8588235294117647,0.888235294117647,0.9,4.2587712734530765
20230918-9-54-0,20230918-17-21-0,0.3,0.3866666666666666,0.4666666666666667,0.4933333333333333,0.5133333333333333,10.139907067958651
